,name,metacritic_review_count,metacritic_review_score,user_review_count,user_review_score,developer,publisher,platforms,genres,esrb,must_play
5381,Pursuit Force,Based on 59 Critic Reviews,75,Based on 51 User Ratings,7.5,Developer:           Bigbig Studios,Publisher: SCEA,"['PSP', 'PlayStation 5', 'PlayStation 4']",['Third Person Shooter'],Rated T                           for Teen,0
5382,Dragon Star Varnir,Based on 15 Critic Reviews,75,Based on 38 User Ratings,6.9,Developer:           Compile Heart,Publisher: Idea Factory,"['PlayStation 4', 'PC', 'Nintendo Switch']",['JRPG'],Rated T                           for Teen,0
5383,The Last Hero of Nostalgaia,Based on 13 Critic Reviews,75,Based on 12 User Ratings,6.8,Developer:           Over The Moon,Publisher: Coatsink Software,"['PC', 'Xbox Series X', 'Xbox One', 'PlayStation 5', 'Nintendo Switch', 'PlayStation 4']",['Action Adventure'],,0
5384,FIFA Manager 10,Based on 22 Critic Reviews,75,Based on 17 User Ratings,4.6,Developer:           Bright Future GmbH,Publisher: Electronic Arts,['PC'],['Soccer Management'],Rated E                           for Everyone,0
5385,Song of Nunu: A League of Legends Story,Based on 31 Critic Reviews,75,Based on 40 User Ratings,6.5,Developer:           Tequila Works,Publisher: Riot Forge,"['PC', 'Nintendo Switch', 'PlayStation 5', 'PlayStation 4', 'Xbox One', 'Xbox Series X']",['Third-Person Adventure'],Rated E +10                           for Everyone +10,0
5386,Project Wingman: Frontline 59,Based on 13 Critic Reviews,75,Based on 88 User Ratings,7.8,Developer:           Sector D2,Publisher: Humble Games,"['PC', 'Xbox One', 'PlayStation 5']",['Aircraft Combat Sim'],,0
5387,ToeJam & Earl: Back in the Groove!,Based on 22 Critic Reviews,75,Based on 94 User Ratings,6.1,Developer:           22nd Century Toys                  Humanature Studios,Publisher: Limited Run Games,"['PlayStation 4', 'Xbox One', 'PC', 'Nintendo Switch']",['2D Platformer'],Rated E +10                           for Everyone +10,0
5388,Nano Assault,Based on 8 Critic Reviews,75,Based on 19 User Ratings,7.6,Developer:           Shin'en,Publisher: Majesco,['3DS'],"[""Top-Down Shoot-'Em-Up""]",Rated E +10                           for Everyone +10,0
5389,Ayo the Clown,Based on 10 Critic Reviews,75,Based on 8 User Ratings,6.8,Developer:           Cloud M1,Publisher: Cloud M1,"['PC', 'Nintendo Switch', 'PlayStation 5', 'PlayStation 4', 'Xbox Series X', 'Xbox One']",['2D Platformer'],Rated E                           for Everyone,0
5390,Star Conflict,Based on 9 Critic Reviews,75,Based on 177 User Ratings,6.9,Developer:           Star Gem Inc.,Publisher: Gaijin Entertainment,['PC'],['MMORPG'],,0
5391,WarioWare: Move It!,Based on 92 Critic Reviews,75,Based on 71 User Ratings,8.2,Developer:           Intelligent Systems,Publisher: Nintendo,['Nintendo Switch'],['Party'],Rated E +10                           for Everyone +10,0
5392,The Elder Scrolls Online: Blackwood,Based on 20 Critic Reviews,75,Based on 28 User Ratings,4.6,Developer:           ZeniMax Media,Publisher: Bethesda Softworks,"['PlayStation 4', 'Xbox One', 'PC', 'PlayStation 5']",['MMORPG'],Rated M                           for Mature,0
5393,Elebits: The Adventures of Kai and Zero,Based on 15 Critic Reviews,75,,tbd,Developer:           Konami,Publisher: Konami,['DS'],['Third-Person Adventure'],Rated E                           for Everyone,0
5394,We Love Golf!,Based on 28 Critic Reviews,75,,tbd,Developer:           Camelot Software Planning,Publisher: Capcom,['Wii'],['Golf'],Rated E +10                           for Everyone +10,0
5395,Mortal Kombat 11: Aftermath,Based on 40 Critic Reviews,75,Based on 125 User Ratings,6.2,Developer:           NetherRealm Studios,Publisher: Warner Bros. Interactive Entertainment,"['Xbox One', 'PC', 'PlayStation 4', 'Nintendo Switch']",['2D Fighting'],Rated M                           for Mature,0
5396,Bomberman Max 2: Red Advance,Based on 9 Critic Reviews,75,Based on 4 User Ratings,7.5,Developer:           Hudson,Publisher: Majesco,['Game Boy Advance'],['Action Puzzle'],Rated E                           for Everyone,0
5397,Moon Project,Based on 13 Critic Reviews,75,Based on 24 User Ratings,7.5,Developer:           TopWare Interactive,Publisher: Game Studios,['PC'],['Command RTS'],Rated T                           for Teen,0
5398,Disney Sports: Soccer,Based on 7 Critic Reviews,75,Based on 4 User Ratings,8.3,Developer:           KCEO,Publisher: Konami,"['GameCube', 'Game Boy Advance']",['Soccer'],Rated E                           for Everyone,0
5399,Star Wars Galactic Battlegrounds,Based on 21 Critic Reviews,75,Based on 73 User Ratings,8.1,Developer:           LucasArts,Publisher: LucasArts,['PC'],['Real-Time Strategy'],Rated T                           for Teen,0
5400,Very Very Valet,Based on 8 Critic Reviews,75,Based on 6 User Ratings,7.5,Developer:           Toyful Games,Publisher: Toyful Games,"['Nintendo Switch', 'PC', 'PlayStation 5']",['Party'],Rated E                           for Everyone,0
5401,Labyrinth of Refrain: Coven of Dusk,Based on 9 Critic Reviews,75,Based on 25 User Ratings,7.2,Developer:           Nippon Ichi Software,Publisher: NIS America,"['PlayStation 4', 'Nintendo Switch', 'PC', 'PlayStation Vita']",['JRPG'],Rated M                           for Mature,0
5402,Crimson Sea 2,Based on 27 Critic Reviews,75,Based on 8 User Ratings,7.0,Developer:           Koei,Publisher: Koei,['PlayStation 2'],['Third Person Shooter'],Rated T                           for Teen,0
5403,Gravity Crash Ultra,Based on 7 Critic Reviews,75,Based on 11 User Ratings,7.1,Developer:           Just Add Water,Publisher: Just Add Water,['PlayStation Vita'],"[""Top-Down Shoot-'Em-Up""]",Rated E                           for Everyone,0
5404,Anodyne,Based on 11 Critic Reviews,75,Based on 81 User Ratings,6.9,Developer:           Analgesic Productions,Publisher: Analgesic Productions,"['PC', 'Xbox One', 'PlayStation 4', 'Nintendo Switch', 'iOS (iPhone/iPad)']",['Open-World Action'],,0
5405,FRACT OSC,Based on 25 Critic Reviews,75,Based on 31 User Ratings,6.1,Developer:           Phosfiend Systems,Publisher: Phosfiend Systems,['PC'],['Puzzle'],,0
5406,A Little To The Left,Based on 26 Critic Reviews,75,Based on 51 User Ratings,7.1,Developer:           Max Inferno,Publisher: Secret Mode,"['PC', 'Nintendo Switch', 'Xbox Series X', 'Xbox One', 'PlayStation 5', 'PlayStation 4', 'iOS (iPhone/iPad)']",['Puzzle'],Rated E                           for Everyone,0
5407,Lords of the Fallen,Based on 66 Critic Reviews,75,"Based on 1,149 User Ratings",6.7,Developer:           Hexworks,Publisher: CI Games,"['PlayStation 5', 'Xbox Series X', 'PC']",['Action RPG'],Rated M                           for Mature,0
5408,GhostWire: Tokyo,Based on 128 Critic Reviews,75,"Based on 1,381 User Ratings",8.3,Developer:           Tango Gameworks,Publisher: Bethesda Softworks,"['PlayStation 5', 'PC', 'Xbox Series X']",['Action Adventure'],Rated T                           for Teen,0
5409,Willy Jetman: Astromonkey's Revenge,Based on 8 Critic Reviews,75,Based on 12 User Ratings,7.7,Developer:           Last Chicken Games,Publisher: BadLand Publishing,"['Nintendo Switch', 'PC', 'PlayStation 4', 'iOS (iPhone/iPad)']",['Open-World Action'],Rated E                           for Everyone,0
5410,Savage 2: A Tortured Soul,Based on 16 Critic Reviews,75,Based on 14 User Ratings,8.4,Developer:           S2 Games,Publisher: S2 Games,['PC'],['FPS'],Rated T                           for Teen,0
5411,Hard Corps: Uprising,Based on 47 Critic Reviews,75,Based on 26 User Ratings,7.1,Developer:           Arc System Works,Publisher: Konami,"['Xbox 360', 'PlayStation 3']",['2D Platformer'],Rated T                           for Teen,0
5412,SiN Episodes: Emergence,Based on 42 Critic Reviews,75,Based on 75 User Ratings,7.6,Developer:           Ritual Entertainment,Publisher: Ritual Entertainment,['PC'],['FPS'],Rated M                           for Mature,0
5413,Feel the Magic: XY/XX,Based on 55 Critic Reviews,75,Based on 10 User Ratings,7.0,Developer:           Sonic Team,Publisher: Sega,['DS'],['Party'],Rated T                           for Teen,0
5414,Guilty Gear XX Accent Core,Based on 15 Critic Reviews,75,Based on 13 User Ratings,8.5,Developer:           Arc System Works,Publisher: Aksys Games,"['Wii', 'PlayStation 2']",['2D Fighting'],Rated T                           for Teen,0
5415,The Denpa Men 3: The Rise of Digitoll,Based on 13 Critic Reviews,75,Based on 17 User Ratings,8.1,Developer:           Genius Sonority Inc.,Publisher: Genius Sonority Inc.,['3DS'],['RPG'],Rated E                           for Everyone,0
5416,Utawarerumono: Mask of Truth,Based on 22 Critic Reviews,75,Based on 54 User Ratings,8.8,Developer:           Aqua Plus,Publisher: Aqua Plus,"['PlayStation 3', 'PlayStation 4', 'PlayStation Vita', 'PC', 'Nintendo Switch']",['Turn-Based Strategy'],Rated M                           for Mature,0
5417,Ace Combat Zero: The Belkan War,Based on 45 Critic Reviews,75,Based on 61 User Ratings,9.0,Developer:           Project Aces,Publisher: Namco,['PlayStation 2'],['Aircraft Combat Sim'],Rated T                           for Teen,0
5418,Shadowbane,Based on 16 Critic Reviews,75,Based on 7 User Ratings,6.7,Developer:           Wolfpack Studios,Publisher: Ubisoft,['PC'],['MMORPG'],Rated T                           for Teen,0
5419,The Room VR: A Dark Matter,Based on 11 Critic Reviews,75,Based on 29 User Ratings,7.0,Developer:           Fireproof Games,Publisher: Fireproof Games,"['PC', 'PlayStation 4', 'PlayStation 5', 'Meta Quest']",['First-Person Adventure'],Rated E                           for Everyone,0
5420,Fire Emblem: Three Houses - Side Story: Cindered Shadows,Based on 16 Critic Reviews,75,Based on 73 User Ratings,8.0,Developer:           Intelligent Systems,Publisher: Nintendo,['Nintendo Switch'],['Turn-Based Tactics'],Rated T                           for Teen,0
5421,Immortal Cities: Children of the Nile,Based on 28 Critic Reviews,75,Based on 27 User Ratings,7.8,Developer:           Tilted Mill,Publisher: Myelin Media,['PC'],['Management'],Rated E                           for Everyone,0
5422,Farming Simulator 22,Based on 14 Critic Reviews,75,Based on 77 User Ratings,6.9,Developer:           Giants Software,Publisher: Giants Software,"['PC', 'Xbox One', 'Xbox Series X', 'PlayStation 5', 'PlayStation 4']",['Virtual Career'],Rated E                           for Everyone,0
5423,The Maw,Based on 40 Critic Reviews,75,Based on 17 User Ratings,7.1,Developer:           Twisted Pixel Games,Publisher: Twisted Pixel Games,"['Xbox 360', 'PC']",['3D Platformer'],Rated E +10                           for Everyone +10,0
5424,Raskulls,Based on 43 Critic Reviews,75,Based on 23 User Ratings,7.5,Developer:           Halfbrick Studios,Publisher: Halfbrick Studios,['Xbox 360'],['Action Puzzle'],Rated E +10                           for Everyone +10,0
5425,Jurassic World Evolution: Complete Edition,Based on 24 Critic Reviews,75,Based on 36 User Ratings,7.5,Developer:           Frontier Developments,Publisher: Frontier Developments,['Nintendo Switch'],['Tycoon'],,0
5426,ISLANDERS: Console Edition,Based on 13 Critic Reviews,75,Based on 10 User Ratings,7.4,Developer:           Grizzly Games,Publisher: Grizzly Games,"['Nintendo Switch', 'PlayStation 4', 'Xbox One']",['Strategy'],Rated E                           for Everyone,0
5427,Crying Suns,Based on 11 Critic Reviews,75,Based on 61 User Ratings,7.4,Developer:           Alt Shift,Publisher: Alt Shift,"['PC', 'iOS (iPhone/iPad)', 'Nintendo Switch']",['Strategy'],,0
5428,BattleForge,Based on 37 Critic Reviews,75,Based on 25 User Ratings,8.1,Developer:           EA Phenomic,Publisher: Electronic Arts,['PC'],['Real-Time Strategy'],Rated T                           for Teen,0
5429,Patapon 2 Remastered,Based on 40 Critic Reviews,75,Based on 79 User Ratings,7.1,Developer:           SCE Japan Studio,Publisher: Sony Interactive Entertainment,['PlayStation 4'],['Action'],Rated E                           for Everyone,0
5430,Gravity Ghost,Based on 17 Critic Reviews,75,Based on 22 User Ratings,7.2,Developer:           Ivy Games LLC,Publisher: Ivy Games LLC,"['PC', 'PlayStation 4']",['Action'],,0
5431,Elebits,Based on 46 Critic Reviews,75,Based on 22 User Ratings,6.9,Developer:           Konami,Publisher: Konami,['Wii'],['Action'],Rated E                           for Everyone,0
5432,WWE SmackDown vs. Raw 2011,Based on 49 Critic Reviews,75,Based on 86 User Ratings,7.9,Developer:           Yuke's,Publisher: THQ,"['Xbox 360', 'PlayStation 3', 'Wii', 'PSP', 'PlayStation 2']",['Wrestling'],Rated T                           for Teen,0
5433,AquaPazza: AquaPlus Dream Match,Based on 13 Critic Reviews,75,Based on 23 User Ratings,7.9,Developer:           Examu,Publisher: Atlus,"['PlayStation 3', 'PC']",['2D Fighting'],Rated T                           for Teen,0
5434,The Evil Within,Based on 65 Critic Reviews,75,"Based on 2,342 User Ratings",7.8,Developer:           Tango Gameworks,Publisher: Bethesda Softworks,"['PlayStation 4', 'PlayStation 3', 'PC', 'Xbox 360', 'Xbox One']",['Survival'],Rated M                           for Mature,0
5435,River City Ransom,Based on 21 Critic Reviews,75,Based on 7 User Ratings,7.4,Developer:           Million,Publisher: Atlus,"['Xbox One', 'Nintendo Switch', 'PlayStation 4', 'Game Boy Advance']","[""2D Beat-'Em-Up""]",Rated T                           for Teen,0
5436,Moonscars,Based on 23 Critic Reviews,75,Based on 67 User Ratings,7.0,Developer:           Black Mermaid,Publisher: Humble Games,"['PC', 'Nintendo Switch', 'PlayStation 5', 'PlayStation 4', 'Xbox Series X', 'Xbox One']",['Metroidvania'],,0
5437,Folklore,Based on 55 Critic Reviews,75,Based on 132 User Ratings,8.1,Developer:           Game Republic                  JapanStudio,Publisher: SCEA,['PlayStation 3'],['Action Adventure'],Rated T                           for Teen,0
5438,RIVE,Based on 19 Critic Reviews,75,Based on 23 User Ratings,7.0,Developer:           Two Tribes,Publisher: Two Tribes,"['Xbox One', 'PC', 'PlayStation 4', 'Wii U', 'Nintendo Switch']",['2D Platformer'],Rated E +10                           for Everyone +10,0
5439,Frontlines: Fuel of War,Based on 55 Critic Reviews,75,Based on 36 User Ratings,7.2,Developer:           Kaos Studios,Publisher: THQ,"['PC', 'PlayStation 3', 'Xbox 360']",['FPS'],Rated T                           for Teen,0
5440,Total War: Rome Remastered,Based on 28 Critic Reviews,75,Based on 54 User Ratings,5.8,Developer:           Feral Interactive,Publisher: Sega,['PC'],['Real-Time Strategy'],Rated T                           for Teen,0
5441,Victor Vran,Based on 43 Critic Reviews,75,Based on 135 User Ratings,7.6,Developer:           Haemimont Games,Publisher: EuroVideo Medien,"['Xbox 360', 'PC', 'Xbox One']",['Action RPG'],,0
5442,Resident Evil: Revelations 2 - Episode 1: Penal Colony,Based on 22 Critic Reviews,75,Based on 124 User Ratings,7.1,Developer:           Capcom,Publisher: Capcom,"['Xbox One', 'Xbox 360', 'PC', 'PlayStation 4', 'PlayStation 3']",['Survival'],Rated M                           for Mature,0
5443,Dark Age of Camelot: Trials of Atlantis,Based on 14 Critic Reviews,75,Based on 6 User Ratings,7.2,Developer:           Mythic Entertainment,Publisher: Mythic Entertainment,['PC'],['MMORPG'],Rated T                           for Teen,0
5444,SimCoaster,Based on 15 Critic Reviews,75,Based on 7 User Ratings,5.4,Developer:           Bullfrog Productions,Publisher: EA Games,['PC'],['Tycoon'],Rated E                           for Everyone,0
5445,Kessen,Based on 20 Critic Reviews,75,Based on 15 User Ratings,8.1,Developer:           Koei,Publisher: Electronic Arts,['PlayStation 2'],['Real-Time Strategy'],Rated T                           for Teen,0
5446,All-Star Baseball 2005,Based on 31 Critic Reviews,75,,tbd,Developer:           Acclaim Studios Austin,Publisher: Acclaim,"['PlayStation 2', 'Xbox']",['Baseball Sim'],Rated E                           for Everyone,0
5447,Front Mission 4,Based on 39 Critic Reviews,75,Based on 32 User Ratings,8.6,Developer:           Square Enix,Publisher: Square Enix,['PlayStation 2'],['Turn-Based Tactics'],Rated T                           for Teen,0
5448,Bomberman Max 2: Blue Advance,Based on 10 Critic Reviews,75,Based on 4 User Ratings,7.8,Developer:           Hudson,Publisher: Majesco,['Game Boy Advance'],['Action Puzzle'],Rated E                           for Everyone,0
5449,Me & My Katamari,Based on 49 Critic Reviews,75,Based on 22 User Ratings,7.9,Developer:           Namco,Publisher: Namco,['PSP'],['Action Adventure'],Rated E                           for Everyone,0
5450,Archer Maclean's Mercury,Based on 39 Critic Reviews,75,Based on 6 User Ratings,6.7,Developer:           Awesome Studios,Publisher: Ignition Entertainment,['PSP'],['Puzzle'],Rated E                           for Everyone,0
5451,The Lost Vikings,Based on 16 Critic Reviews,75,Based on 20 User Ratings,8.2,Developer:           Mass Media,Publisher: Blizzard Classic Arcade,"['Game Boy Advance', 'PC']",['Action Puzzle'],Rated E                           for Everyone,0
5452,Super Bust-A-Move,Based on 11 Critic Reviews,75,,tbd,Developer:           Taito Corporation,Publisher: Acclaim,"['PC', 'PlayStation 2', 'Game Boy Advance']",['Matching Puzzle'],Rated E                           for Everyone,0
5453,Tom Clancy's Rainbow Six: Rogue Spear,Based on 9 Critic Reviews,75,Based on 4 User Ratings,7.5,Developer:           Pipe Dream Interactive,Publisher: Red Storm Entertainment,"['PC', 'PlayStation', 'Dreamcast', 'PlayStation 2']",['Tactical FPS'],Rated T                           for Teen,0
5454,Monster Truck Madness,Based on 10 Critic Reviews,75,,tbd,Developer:           Tantalus,Publisher: THQ,['Game Boy Advance'],['Auto Racing Sim'],Rated E                           for Everyone,0
5455,The Night of the Rabbit,Based on 45 Critic Reviews,75,Based on 110 User Ratings,7.5,Developer:           Daedalic Entertainment,Publisher: Daedalic Entertainment,"['PC', 'Nintendo Switch']",['Point-and-Click'],,0
5456,Endling - Extinction is Forever,Based on 27 Critic Reviews,75,Based on 75 User Ratings,7.9,Developer:           Herobeat Studios,Publisher: HandyGames,"['iOS (iPhone/iPad)', 'PC', 'PlayStation 4', 'Nintendo Switch', 'Xbox One', 'PlayStation 5', 'Xbox Series X']",['Action Adventure'],Rated T                           for Teen,0
5457,Ruiner,Based on 43 Critic Reviews,75,Based on 231 User Ratings,7.5,Developer:           Reikon Games,Publisher: Devolver Digital,"['PC', 'PlayStation 4', 'Xbox One', 'Nintendo Switch']",['Third Person Shooter'],,0
5458,Call of Duty: Black Ops II - Revolution,Based on 14 Critic Reviews,75,Based on 66 User Ratings,5.1,Developer:           Treyarch,Publisher: Activision,"['PC', 'PlayStation 3', 'Xbox 360']",['FPS'],Rated M                           for Mature,0
5459,Culdcept SAGA,Based on 33 Critic Reviews,75,Based on 18 User Ratings,6.4,Developer:           Omiya Soft                  Jamsworks,Publisher: Namco Bandai Games,['Xbox 360'],['Card Battle'],Rated T                           for Teen,0
5460,Naruto: Ultimate Ninja Storm,Based on 32 Critic Reviews,75,Based on 193 User Ratings,7.4,Developer:           CyberConnect2,Publisher: Namco Bandai Games,"['iOS (iPhone/iPad)', 'PlayStation 3', 'PlayStation 4', 'Xbox One', 'PC', 'Nintendo Switch']",['3D Fighting'],Rated T                           for Teen,0
5461,Battlezone: Gold Edition,Based on 7 Critic Reviews,75,,tbd,Developer:           Rebellion,Publisher: Rebellion,"['PlayStation 4', 'Xbox One', 'Nintendo Switch', 'PC']",['Vehicle Combat Sim'],Rated T                           for Teen,0
5462,Spin the Bottle: Bumpie's Party,Based on 10 Critic Reviews,75,Based on 23 User Ratings,7.7,Developer:           Redgrim AB,Publisher: KnapNok Games,['Wii U'],['Party'],Rated E                           for Everyone,0
5463,Concrete Genie,Based on 87 Critic Reviews,75,Based on 501 User Ratings,8.0,Developer:           Pixel Opus,Publisher: Sony Interactive Entertainment,['PlayStation 4'],['Third-Person Adventure'],Rated E +10                           for Everyone +10,0
5464,Not a Hero,Based on 58 Critic Reviews,75,Based on 62 User Ratings,7.1,Developer:           roll7,Publisher: Devolver Digital,"['Xbox One', 'PlayStation 4', 'PlayStation Vita', 'PC', 'Nintendo Switch']","[""Horizontal Shoot-'Em-Up""]",,0
5465,Afterparty,Based on 28 Critic Reviews,75,Based on 68 User Ratings,6.9,Developer:           Night School Studio,Publisher: Night School Studio,"['PC', 'Nintendo Switch', 'Xbox One', 'PlayStation 4']",['Adventure'],,0
5466,Persona Dancing: Endless Night Collection,Based on 19 Critic Reviews,75,Based on 32 User Ratings,7.2,Developer:           Atlus,Publisher: Atlus,"['PlayStation 4', 'PlayStation Vita']",['Compilation'],Rated T                           for Teen,0
5467,Bomb Rush Cyberfunk,Based on 16 Critic Reviews,75,Based on 86 User Ratings,8.7,Developer:           Team Reptile,Publisher: Team Reptile,"['PC', 'Nintendo Switch', 'Xbox Series X', 'Xbox One', 'PlayStation 5', 'PlayStation 4']",['3D Platformer'],,0
5468,Valentino Rossi The Game,Based on 19 Critic Reviews,75,Based on 63 User Ratings,7.4,Developer:           Milestone S.r.l,Publisher: Milestone S.r.l,"['PC', 'PlayStation 4', 'Xbox One']",['Auto Racing Sim'],Rated E                           for Everyone,0
5469,Bloodroots,Based on 16 Critic Reviews,75,Based on 28 User Ratings,6.8,Developer:           Paper Cult,Publisher: Paper Cult,"['PC', 'PlayStation 4', 'Xbox One', 'Nintendo Switch', 'Xbox Series X', 'PlayStation 5']","[""3D Beat-'Em-Up""]",Rated T                           for Teen,0
5470,GRID Autosport,Based on 35 Critic Reviews,75,Based on 82 User Ratings,6.4,Developer:           Codemasters,Publisher: Codemasters,"['Xbox 360', 'PC', 'PlayStation 3', 'iOS (iPhone/iPad)', 'Nintendo Switch']",['Auto Racing Sim'],Rated E                           for Everyone,0
5471,Star Trek: Bridge Crew,Based on 43 Critic Reviews,75,Based on 67 User Ratings,7.1,Developer:           Red Storm Entertainment,Publisher: Ubisoft,"['PC', 'PlayStation 4', 'Meta Quest']",['Action Adventure'],Rated E +10                           for Everyone +10,0
5472,Attack on Titan 2,Based on 50 Critic Reviews,75,Based on 105 User Ratings,7.5,Developer:           Omega Force,Publisher: Koei Tecmo Games,"['PC', 'PlayStation 4', 'Xbox One', 'Nintendo Switch', 'PlayStation Vita']",['Action Adventure'],Rated M                           for Mature,0
5473,Scarface: The World Is Yours,Based on 46 Critic Reviews,75,Based on 117 User Ratings,8.6,Developer:           Radical Entertainment,Publisher: Vivendi Games,"['Xbox', 'PlayStation 2', 'PC', 'Xbox 360', 'Wii']",['Action Adventure'],Rated M                           for Mature,0
5474,Voice of Cards: The Isle Dragon Roars,Based on 28 Critic Reviews,75,Based on 34 User Ratings,7.6,Developer:           A-lim,Publisher: Square Enix,"['PlayStation 4', 'Nintendo Switch', 'PC']",['Card Battle'],Rated T                           for Teen,0
5475,Tokyo Xanadu eX+,Based on 16 Critic Reviews,75,Based on 81 User Ratings,7.9,Developer:           Falcom,Publisher: Falcom,"['PlayStation 4', 'PC', 'Nintendo Switch']",['Action RPG'],Rated T                           for Teen,0
5476,Ghost of a Tale,Based on 27 Critic Reviews,75,Based on 141 User Ratings,7.9,Developer:           SeithCG,Publisher: SeithCG,"['PC', 'Xbox One', 'PlayStation 4', 'Nintendo Switch']",['Action Adventure'],,0
5477,Fenix Furia,Based on 20 Critic Reviews,75,Based on 18 User Ratings,6.8,Developer:           Green Lava Studios,Publisher: Reverb Triple XP,"['PlayStation 4', 'Xbox One', 'PC', 'PlayStation Vita']",['2D Platformer'],,0
5478,Uplink: Hacker Elite,Based on 13 Critic Reviews,75,Based on 71 User Ratings,7.7,Developer:           Introversion,Publisher: Strategy First,['PC'],['Virtual Career'],Rated E                           for Everyone,0
5479,"Sakura Wars: So Long, My Love",Based on 30 Critic Reviews,75,Based on 32 User Ratings,8.4,Developer:           Idea Factory,Publisher: NIS America,"['PlayStation 2', 'Wii']",['Turn-Based Tactics'],Rated T                           for Teen,0
5480,Crash Bandicoot 2: N-Tranced,Based on 21 Critic Reviews,75,Based on 102 User Ratings,7.8,Developer:           Vicarious Visions,Publisher: Universal Interactive,['Game Boy Advance'],['2D Platformer'],Rated E                           for Everyone,0
5481,Dead Head Fred,Based on 30 Critic Reviews,75,Based on 36 User Ratings,7.9,Developer:           Vicious Cycle,Publisher: D3Publisher,['PSP'],['Survival'],Rated M                           for Mature,0
5482,DiRT Showdown,Based on 53 Critic Reviews,75,Based on 70 User Ratings,6.7,Developer:           Codemasters,Publisher: Codemasters,"['Xbox 360', 'PlayStation 3', 'PC']",['Auto Racing Sim'],Rated E +10                           for Everyone +10,0
5483,Steel Assault,Based on 11 Critic Reviews,75,Based on 6 User Ratings,8.7,Developer:           Zenovia,Publisher: Tribute Games,"['PC', 'Nintendo Switch', 'Xbox One', 'PlayStation 5', 'Xbox Series X', 'PlayStation 4']",['2D Platformer'],Rated E +10                           for Everyone +10,0
5484,DreamWorks Kung Fu Panda,Based on 42 Critic Reviews,75,Based on 51 User Ratings,7.1,"Developer:           Luxoflux, Inc.",Publisher: Activision,"['Xbox 360', 'PlayStation 2', 'PC', 'Wii', 'PlayStation 3']",['3D Platformer'],Rated E +10                           for Everyone +10,0
5485,Chernobylite,Based on 54 Critic Reviews,75,Based on 270 User Ratings,7.7,Developer:           The Farm 51,Publisher: All in! Games,"['PC', 'PlayStation 4', 'Xbox One', 'PlayStation 5', 'Xbox Series X']",['Survival'],,0
5486,Push Me Pull You,Based on 11 Critic Reviews,75,Based on 8 User Ratings,6.6,Developer:           House House,Publisher: House House,"['PC', 'PlayStation 4']",['Sports'],Rated E                           for Everyone,0
5487,Kingdom Hearts 358/2 Days,Based on 53 Critic Reviews,75,Based on 305 User Ratings,7.6,Developer:           h.a.n.d. Inc.,Publisher: Square Enix,['DS'],['Action RPG'],Rated E +10                           for Everyone +10,0
5488,Yomawari: Night Alone,Based on 21 Critic Reviews,75,Based on 26 User Ratings,8.1,Developer:           Nippon Ichi Software,Publisher: NIS America,"['PlayStation Vita', 'PC', 'iOS (iPhone/iPad)']",['Adventure'],Rated T                           for Teen,0
5489,Darkwatch (2005),Based on 43 Critic Reviews,75,Based on 20 User Ratings,8.1,Developer:           High Moon Studios,Publisher: Capcom,"['Xbox', 'PlayStation 2']",['FPS'],Rated M                           for Mature,0
5490,Loretta,Based on 7 Critic Reviews,75,Based on 11 User Ratings,5.8,Developer:           Yakov Butuzoff,Publisher: DANGEN Entertainment,"['PC', 'Xbox One', 'PlayStation 4', 'Nintendo Switch', 'PlayStation 5', 'Xbox Series X']",['Adventure'],,0
5491,Nobunaga's Ambition: Awakening,Based on 7 Critic Reviews,75,Based on 21 User Ratings,8.0,Developer:           Kou Shibusawa,Publisher: Koei Tecmo Games,"['PC', 'PlayStation 4', 'Nintendo Switch']",['Turn-Based Strategy'],Rated T                           for Teen,0
5492,Samurai Warriors 5,Based on 42 Critic Reviews,75,Based on 52 User Ratings,7.2,Developer:           Koei Tecmo Games,Publisher: Koei Tecmo Games,"['Nintendo Switch', 'Xbox One', 'PC', 'PlayStation 4', 'Xbox Series X']","[""3D Beat-'Em-Up""]",Rated T                           for Teen,0
5493,Sly Cooper: Thieves in Time,Based on 69 Critic Reviews,75,Based on 501 User Ratings,8.3,Developer:           Sanzaru Games,Publisher: SCEA,"['PlayStation 3', 'PlayStation Vita']",['Action Adventure'],Rated E +10                           for Everyone +10,0
5494,Final Fantasy Fables: Chocobo Tales,Based on 42 Critic Reviews,75,Based on 28 User Ratings,7.0,Developer:           h.a.n.d. Inc.,Publisher: Square Enix,['DS'],['Adventure'],Rated E                           for Everyone,0
5495,Blitzkrieg: Burning Horizon,Based on 23 Critic Reviews,75,Based on 12 User Ratings,5.1,Developer:           Nival Interactive,Publisher: cdv Software,['PC'],['Real-Time Tactics'],Rated T                           for Teen,0
5496,Osman,Based on 9 Critic Reviews,75,,tbd,Developer:           Mitchell,Publisher: ININ Games,"['Nintendo Switch', 'PlayStation 4', 'Xbox Series X', 'PlayStation 5', 'Xbox One']",['2D Platformer'],Rated T                           for Teen,0
5497,Beyond Atlantis II,Based on 8 Critic Reviews,75,Based on 19 User Ratings,6.7,Developer:           Cryo Interactive,Publisher: DreamCatcher Interactive,"['PlayStation 2', 'PC']",['Adventure'],Rated T                           for Teen,0
5498,Dark Fall 3: Lost Souls,Based on 8 Critic Reviews,75,Based on 21 User Ratings,6.4,Developer:           Darkling Room,Publisher: Strategy First,['PC'],['First-Person Adventure'],,0
